# Volume [mL],Pressure [Bar]
1.537731716666666457e-02,3.723165000000000502e-02
1.541065049999999943e-02,-6.894750000000000878e-02
1.544398383333333430e-02,-5.515800000000000564e-02
1.547731716666666570e-02,3.033689999999999998e-02
1.551065050000000056e-02,-1.241054999999999936e-02
1.554398383333333196e-02,-6.205275000000000374e-02
1.557731716666666683e-02,4.412640000000000312e-02
1.561065049999999996e-02,-1.241054999999999936e-02
1.564398383333333309e-02,-4.136850000000000249e-02
1.567731716666666622e-02,-6.894750000000000878e-02
1.571065049999999935e-02,-4.826325000000000753e-02
1.574398383333333248e-02,-1.930530000000000093e-02
1.577731716666666562e-02,-4.826325000000000753e-02
1.581065049999999875e-02,5.791590000000000626e-02
1.584398383333333188e-02,-5.515800000000000564e-02
1.587731716666666501e-02,-2.620005000000000250e-02
1.591065049999999814e-02,3.033689999999999998e-02
1.594398383333333127e-02,-1.930530000000000093e-02
1.597731716666666441e-02,5.102115000000000122e-02
1.601065050000000101e-02,-5.515800000000000390e-03
1.604398383333333067e-02,-1.930530000000000093e-02
1.607731716666666727e-02,6.481065000000001131e-02
1.611065049999999693e-02,5.791590000000000626e-02
1.614398383333333353e-02,4.412640000000000312e-02
1.617731716666666666e-02,-4.826325000000000753e-02
1.621065049999999980e-02,-6.205275000000000374e-02
1.624398383333333293e-02,-5.515800000000000390e-03
1.627731716666666606e-02,-8.273700000000000498e-02
1.631065049999999919e-02,1.378950000000000098e-03
1.634398383333333232e-02,8.273700000000000152e-03
1.637731716666666545e-02,-5.515800000000000564e-02
1.641065049999999859e-02,-5.515800000000000564e-02
1.644398383333333172e-02,1.378950000000000098e-03
1.647731716666666485e-02,-5.515800000000000390e-03
1.651065049999999798e-02,1.378950000000000098e-03
1.654398383333333111e-02,-5.515800000000000390e-03
1.657731716666666771e-02,-1.241054999999999936e-02
1.661065049999999738e-02,-2.620005000000000250e-02
1.664398383333333398e-02,-7.584225000000001382e-02
1.667731716666666364e-02,8.273700000000000152e-03
1.671065050000000024e-02,1.378950000000000098e-03
1.674398383333332990e-02,1.378950000000000098e-03
1.677731716666666650e-02,-5.515800000000000564e-02
1.681065049999999964e-02,-7.584225000000001382e-02
1.684398383333333277e-02,6.481065000000001131e-02
1.687731716666666590e-02,-5.515800000000000564e-02
1.691065049999999903e-02,-4.136850000000000249e-02
1.694398383333333216e-02,8.273700000000000152e-03
1.697731716666666529e-02,2.206320000000000156e-02
1.701065049999999843e-02,-1.930530000000000093e-02
1.704398383333333156e-02,3.723165000000000502e-02
1.707731716666666469e-02,4.412640000000000312e-02
1.711065049999999782e-02,-6.205275000000000374e-02
1.714398383333333442e-02,-7.584225000000001382e-02
1.717731716666666408e-02,8.273700000000000152e-03
1.721065050000000068e-02,-4.826325000000000753e-02
1.724398383333333035e-02,2.206320000000000156e-02
1.727731716666666695e-02,8.273700000000000152e-03
1.731065049999999661e-02,3.033689999999999998e-02
1.734398383333333321e-02,2.206320000000000156e-02
1.737731716666666634e-02,1.378950000000000098e-03
1.741065049999999947e-02,1.378950000000000098e-03
1.744398383333333261e-02,-1.241054999999999936e-02
1.747731716666666574e-02,1.378950000000000098e-03
1.751065049999999887e-02,5.791590000000000626e-02
1.754398383333333200e-02,-7.584225000000001382e-02
1.757731716666666513e-02,1.516844999999999999e-02
1.761065049999999826e-02,1.378950000000000098e-03
1.764398383333333140e-02,4.412640000000000312e-02
1.767731716666666453e-02,3.033689999999999998e-02
1.771065050000000113e-02,-6.894750000000000878e-02
1.774398383333333079e-02,-9.790545000000000497e-02
1.777731716666666739e-02,-8.273700000000000498e-02
1.781065049999999705e-02,-3.447375000000000439e-02
1.784398383333333366e-02,-6.894750000000000878e-02
1.787731716666666332e-02,4.412640000000000312e-02
1.791065049999999992e-02,1.516844999999999999e-02
1.794398383333333305e-02,7.860015000000000751e-02
1.797731716666666618e-02,-6.894750000000000878e-02
1.801065049999999931e-02,-6.205275000000000374e-02
1.804398383333333244e-02,-6.205275000000000374e-02
1.807731716666666558e-02,-4.826325000000000753e-02
1.811065049999999871e-02,-5.515800000000000390e-03
1.814398383333333184e-02,-4.826325000000000753e-02
1.817731716666666497e-02,8.273700000000000152e-03
1.821065049999999810e-02,-5.515800000000000390e-03
1.824398383333333123e-02,-1.241054999999999936e-02
1.827731716666666437e-02,8.273700000000000152e-03
1.831065049999999750e-02,1.378950000000000098e-03
1.834398383333333410e-02,-4.826325000000000753e-02
1.837731716666666376e-02,1.516844999999999999e-02
1.841065050000000036e-02,1.378950000000000098e-03
1.844398383333333002e-02,4.412640000000000312e-02
1.847731716666666663e-02,3.033689999999999998e-02
1.851065049999999976e-02,-4.826325000000000753e-02
1.854398383333333289e-02,1.378950000000000098e-03
1.857731716666666602e-02,-6.894750000000000878e-02
1.861065049999999915e-02,-5.515800000000000390e-03
1.864398383333333228e-02,-5.515800000000000390e-03
1.867731716666666542e-02,5.791590000000000626e-02
1.871065049999999855e-02,6.481065000000001131e-02
