# Volume [mL],Pressure [Bar]
2.380818935749999810e+00,1.144942185000000201e+01
2.380785602416666258e+00,1.136392694999999975e+01
2.380752269083333150e+00,1.142046390000000144e+01
2.380718935750000043e+00,1.144942185000000201e+01
2.380685602416666491e+00,1.144252710000000128e+01
2.380652269083333383e+00,1.147010610000000064e+01
2.380618935750000276e+00,1.137082170000000225e+01
2.380585602416666280e+00,1.142046390000000144e+01
2.380552269083333172e+00,1.133634795000000040e+01
2.380518935749999621e+00,1.138599015000000136e+01
2.380485602416666513e+00,1.138599015000000136e+01
2.380452269083333405e+00,1.137771644999999943e+01
2.380418935749999854e+00,1.141356915000000072e+01
2.380385602416666746e+00,1.139977965000000104e+01
2.380352269083332750e+00,1.138599015000000136e+01
2.380318935749999643e+00,1.139977965000000104e+01
2.380285602416666535e+00,1.144942185000000201e+01
2.380252269083332983e+00,1.144252710000000128e+01
2.380218935749999876e+00,1.143425340000000112e+01
2.380185602416666768e+00,1.135703220000000258e+01
2.380152269083333216e+00,1.144942185000000201e+01
2.380118935750000109e+00,1.143425340000000112e+01
2.380085602416666113e+00,1.142735865000000217e+01
2.380052269083333005e+00,1.145631660000000096e+01
2.380018935749999898e+00,1.141356915000000072e+01
2.379985602416666346e+00,1.140667440000000177e+01
2.379952269083333238e+00,1.138599015000000136e+01
2.379918935750000131e+00,1.142735865000000217e+01
2.379885602416666579e+00,1.137082170000000225e+01
2.379852269083333471e+00,1.143425340000000112e+01
2.379818935749999476e+00,1.140667440000000177e+01
2.379785602416666368e+00,1.143425340000000112e+01
2.379752269083333260e+00,1.135013745000000007e+01
2.379718935749999709e+00,1.139977965000000104e+01
2.379685602416666601e+00,1.137771644999999943e+01
2.379652269083333493e+00,1.142046390000000144e+01
2.379618935749999942e+00,1.146321135000000169e+01
2.379585602416666390e+00,1.143425340000000112e+01
2.379552269083332838e+00,1.145631660000000096e+01
2.379518935749999731e+00,1.142046390000000144e+01
2.379485602416666623e+00,1.135703220000000258e+01
2.379452269083333071e+00,1.140667440000000177e+01
2.379418935749999964e+00,1.137082170000000225e+01
2.379385602416666856e+00,1.134324270000000290e+01
2.379352269083333304e+00,1.133634795000000040e+01
2.379318935749999753e+00,1.142735865000000217e+01
