# Volume (mL), Pressure (Bar)
1.115135986473286128e-02,-3.723174000000000101e-03
1.118469319806619788e-02,-3.723174000000000101e-03
8.556210986990026024e-03,2.482116000000000357e-03
8.589544320323359156e-03,2.482116000000000357e-03
7.736096467742707011e-03,4.550545999999999931e-03
1.131802653139953041e-02,-3.723174000000000101e-03
9.576570704991238525e-03,4.136860000000000775e-04
1.049717582022326699e-02,-1.654744000000000310e-03
9.643237371657904788e-03,4.136860000000000775e-04
9.676570704991237920e-03,4.136860000000000775e-04
1.148469319806619607e-02,-3.723174000000000101e-03
9.743237371657904183e-03,4.136860000000000775e-04
1.066384248688993439e-02,-1.654744000000000310e-03
1.158469319806619546e-02,-3.723174000000000101e-03
1.161802653139952859e-02,-3.723174000000000101e-03
8.989544320323358470e-03,2.482116000000000357e-03
1.168469319806619486e-02,-3.723174000000000101e-03
1.171802653139952799e-02,-3.723174000000000101e-03
1.175135986473286459e-02,-3.723174000000000101e-03
8.236096467742707455e-03,4.550545999999999931e-03
1.181802653139953085e-02,-3.723174000000000101e-03
1.007657070499123897e-02,4.136860000000000775e-04
9.222877653656692126e-03,2.482116000000000357e-03
1.014323737165790523e-02,4.136860000000000775e-04
1.195135986473286338e-02,-3.723174000000000101e-03
9.322877653656691521e-03,2.482116000000000357e-03
9.356210986990024653e-03,2.482116000000000357e-03
1.205135986473286278e-02,-3.723174000000000101e-03
1.297245637080355306e-02,-5.791604000000000543e-03
1.123050915355660109e-02,-1.654744000000000310e-03
9.489544320323357179e-03,2.482116000000000357e-03
1.040990403832457202e-02,4.136860000000000775e-04
9.556210986990026912e-03,2.482116000000000357e-03
1.225135986473286157e-02,-3.723174000000000101e-03
8.736096467742707899e-03,4.550545999999999931e-03
1.320578970413688671e-02,-5.791604000000000543e-03
1.235135986473286443e-02,-3.723174000000000101e-03
1.238469319806619409e-02,-3.723174000000000101e-03
9.756210986990025702e-03,2.482116000000000357e-03
1.156384248688993414e-02,-1.654744000000000310e-03
1.248469319806619696e-02,-3.723174000000000101e-03
1.163050915355660041e-02,-1.654744000000000310e-03
9.889544320323358229e-03,2.482116000000000357e-03
1.258469319806619635e-02,-3.723174000000000101e-03
1.084323737165790620e-02,4.136860000000000775e-04
1.265135986473286261e-02,-3.723174000000000101e-03
1.002287765365669249e-02,2.482116000000000357e-03
1.271802653139952888e-02,-3.723174000000000101e-03
1.275135986473286201e-02,-3.723174000000000101e-03
1.278469319806619861e-02,-3.723174000000000101e-03
1.281802653139952827e-02,-3.723174000000000101e-03
1.285135986473286487e-02,-3.723174000000000101e-03
1.288469319806619454e-02,-3.723174000000000101e-03
1.025621098699002615e-02,2.482116000000000357e-03
1.028954432032335754e-02,2.482116000000000357e-03
1.298469319806619740e-02,-3.723174000000000101e-03
1.301802653139953053e-02,-3.723174000000000101e-03
9.502763134409373397e-03,4.550545999999999931e-03
1.219717582022326711e-02,-1.654744000000000310e-03
1.223050915355660025e-02,-1.654744000000000310e-03
1.048954432032335807e-02,2.482116000000000357e-03
1.318469319806619619e-02,-3.723174000000000101e-03
1.321802653139952932e-02,-3.723174000000000101e-03
1.236384248688993451e-02,-1.654744000000000310e-03
1.328469319806619559e-02,-3.723174000000000101e-03
1.331802653139952872e-02,-3.723174000000000101e-03
1.157657070499123683e-02,4.136860000000000775e-04
1.338469319806619498e-02,-3.723174000000000101e-03
1.075621098699002659e-02,2.482116000000000357e-03
1.345135986473286124e-02,-3.723174000000000101e-03
1.082287765365669285e-02,2.482116000000000357e-03
1.085621098699002425e-02,2.482116000000000357e-03
1.177657070499123909e-02,4.136860000000000775e-04
1.358469319806619724e-02,-3.723174000000000101e-03
1.361802653139953037e-02,-3.723174000000000101e-03
1.365135986473286350e-02,-3.723174000000000101e-03
1.190990403832457162e-02,4.136860000000000775e-04
1.371802653139952977e-02,-3.723174000000000101e-03
1.020276313440937437e-02,4.550545999999999931e-03
1.112287765365669104e-02,2.482116000000000357e-03
1.026942980107604063e-02,4.550545999999999931e-03
1.296384248688993261e-02,-1.654744000000000310e-03
1.388469319806619542e-02,-3.723174000000000101e-03
1.125621098699002356e-02,2.482116000000000357e-03
1.395135986473286169e-02,-3.723174000000000101e-03
1.220990403832457327e-02,4.136860000000000775e-04
1.401802653139952795e-02,-3.723174000000000101e-03
1.405135986473286455e-02,-3.723174000000000101e-03
1.053609646774270568e-02,4.550545999999999931e-03
1.411802653139953082e-02,-3.723174000000000101e-03
1.415135986473286395e-02,-3.723174000000000101e-03
1.063609646774270681e-02,4.550545999999999931e-03
1.155621098699002522e-02,2.482116000000000357e-03
1.158954432032335835e-02,2.482116000000000357e-03
1.428469319806619647e-02,-3.723174000000000101e-03
1.343050915355660166e-02,-1.654744000000000310e-03
1.435135986473286274e-02,-3.723174000000000101e-03
1.083609646774270734e-02,4.550545999999999931e-03
1.441802653139952900e-02,-3.723174000000000101e-03
1.445135986473286213e-02,-3.723174000000000101e-03
1.359717582022326558e-02,-1.654744000000000310e-03
1.096942980107603986e-02,4.550545999999999931e-03
1.188954432032336000e-02,2.482116000000000357e-03
1.369717582022326671e-02,-1.654744000000000310e-03
1.284323737165790624e-02,4.136860000000000775e-04
1.465135986473286092e-02,-3.723174000000000101e-03
1.202287765365669253e-02,2.482116000000000357e-03
1.560578970413688780e-02,-5.791604000000000543e-03
1.475135986473286379e-02,-3.723174000000000101e-03
1.478469319806619692e-02,-3.723174000000000101e-03
1.215621098699002506e-02,2.482116000000000357e-03
1.218954432032335819e-02,2.482116000000000357e-03
1.399717582022326663e-02,-1.654744000000000310e-03
1.136942980107603918e-02,4.550545999999999931e-03
1.495135986473286258e-02,-3.723174000000000101e-03
1.498469319806619571e-02,-3.723174000000000101e-03
1.501802653139952884e-02,-3.723174000000000101e-03
1.150276313440937170e-02,4.550545999999999931e-03
1.508469319806619510e-02,-3.723174000000000101e-03
1.423050915355660202e-02,-1.654744000000000310e-03
1.248954432032335811e-02,2.482116000000000357e-03
1.429717582022326829e-02,-1.654744000000000310e-03
1.255621098699002437e-02,2.482116000000000357e-03
1.525135986473286423e-02,-3.723174000000000101e-03
1.262287765365669237e-02,2.482116000000000357e-03
1.354323737165790548e-02,4.136860000000000775e-04
1.535135986473286362e-02,-3.723174000000000101e-03
1.538469319806619676e-02,-3.723174000000000101e-03
1.541802653139952989e-02,-3.723174000000000101e-03
1.545135986473286302e-02,-3.723174000000000101e-03
1.548469319806619615e-02,-3.723174000000000101e-03
1.551802653139952928e-02,-3.723174000000000101e-03
1.200276313440937215e-02,4.550545999999999931e-03
1.292287765365669229e-02,2.482116000000000357e-03
1.295621098699002369e-02,2.482116000000000357e-03
1.476384248688993386e-02,-1.654744000000000310e-03
1.568469319806619841e-02,-3.723174000000000101e-03
1.216942980107603954e-02,4.550545999999999931e-03
1.486384248688993499e-02,-1.654744000000000310e-03
1.400990403832457105e-02,4.136860000000000775e-04
1.581802653139953094e-02,-3.723174000000000101e-03
1.585135986473286407e-02,-3.723174000000000101e-03
1.499717582022326752e-02,-1.654744000000000310e-03
1.236942980107604007e-02,4.550545999999999931e-03
1.240276313440937320e-02,4.550545999999999931e-03
1.332287765365669160e-02,2.482116000000000357e-03
1.601802653139952973e-02,-3.723174000000000101e-03
1.338954432032335787e-02,2.482116000000000357e-03
1.430990403832457271e-02,4.136860000000000775e-04
1.611802653139952912e-02,-3.723174000000000101e-03
1.348954432032335900e-02,2.482116000000000357e-03
1.352287765365669039e-02,2.482116000000000357e-03
1.621802653139952852e-02,-3.723174000000000101e-03
1.358954432032336013e-02,2.482116000000000357e-03
1.362287765365669152e-02,2.482116000000000357e-03
1.720578970413688680e-02,-5.791604000000000543e-03
1.368954432032335779e-02,2.482116000000000357e-03
1.283609646774270738e-02,4.550545999999999931e-03
1.641802653139953078e-02,-3.723174000000000101e-03
1.290276313440937364e-02,4.550545999999999931e-03
1.559717582022326736e-02,-1.654744000000000310e-03
1.385621098699002518e-02,2.482116000000000357e-03
1.388954432032335831e-02,2.482116000000000357e-03
1.480990403832457142e-02,4.136860000000000775e-04
1.484323737165790455e-02,4.136860000000000775e-04
1.487657070499123942e-02,4.136860000000000775e-04
1.579717582022326441e-02,-1.654744000000000310e-03
1.405621098699002570e-02,2.482116000000000357e-03
1.320276313440937183e-02,4.550545999999999931e-03
1.500990403832457194e-02,4.136860000000000775e-04
1.504323737165790681e-02,4.136860000000000775e-04
1.507657070499123821e-02,4.136860000000000775e-04
1.688469319806619809e-02,-3.723174000000000101e-03
1.425621098699002449e-02,2.482116000000000357e-03
1.340276313440937409e-02,4.550545999999999931e-03
1.343609646774270548e-02,4.550545999999999931e-03
1.346942980107604035e-02,4.550545999999999931e-03
1.350276313440937348e-02,4.550545999999999931e-03
1.442287765365669189e-02,2.482116000000000357e-03
1.534323737165790499e-02,4.136860000000000775e-04
1.537657070499123813e-02,4.136860000000000775e-04
1.540990403832457126e-02,4.136860000000000775e-04
1.455621098699002615e-02,2.482116000000000357e-03
1.458954432032335755e-02,2.482116000000000357e-03
1.550990403832457065e-02,4.136860000000000775e-04
1.376942980107603853e-02,4.550545999999999931e-03
1.468954432032335694e-02,2.482116000000000357e-03
1.560990403832457352e-02,4.136860000000000775e-04
1.475621098699002320e-02,2.482116000000000357e-03
1.656384248688993338e-02,-1.654744000000000310e-03
1.748469319806619446e-02,-3.723174000000000101e-03
1.396942980107604079e-02,4.550545999999999931e-03
1.755135986473286072e-02,-3.723174000000000101e-03
1.492287765365669233e-02,2.482116000000000357e-03
1.495621098699002546e-02,2.482116000000000357e-03
1.410276313440937332e-02,4.550545999999999931e-03
1.413609646774270645e-02,4.550545999999999931e-03
1.416942980107603958e-02,4.550545999999999931e-03
1.597657070499123796e-02,4.136860000000000775e-04
1.423609646774270585e-02,4.550545999999999931e-03
1.515621098699002425e-02,2.482116000000000357e-03
1.518954432032335738e-02,2.482116000000000357e-03
1.522287765365669052e-02,2.482116000000000357e-03
1.525621098699002365e-02,2.482116000000000357e-03
1.440276313440937497e-02,4.550545999999999931e-03
1.532287765365668991e-02,2.482116000000000357e-03
1.446942980107604124e-02,4.550545999999999931e-03
1.450276313440937090e-02,4.550545999999999931e-03
1.630990403832457275e-02,4.136860000000000775e-04
1.456942980107603716e-02,4.550545999999999931e-03
1.548954432032335904e-02,2.482116000000000357e-03
1.640990403832457215e-02,4.136860000000000775e-04
1.466942980107604003e-02,4.550545999999999931e-03
1.470276313440937316e-02,4.550545999999999931e-03
1.739717582022326514e-02,-1.654744000000000310e-03
1.654323737165790467e-02,4.136860000000000775e-04
1.568954432032335783e-02,2.482116000000000357e-03
1.838469319806619595e-02,-3.723174000000000101e-03
1.575621098699002409e-02,2.482116000000000357e-03
1.490276313440937195e-02,4.550545999999999931e-03
1.670990403832457033e-02,4.136860000000000775e-04
1.585621098699002696e-02,2.482116000000000357e-03
1.677657070499123659e-02,4.136860000000000775e-04
1.680990403832457319e-02,4.136860000000000775e-04
1.595621098699002288e-02,2.482116000000000357e-03
1.598954432032335948e-02,2.482116000000000357e-03
1.868469319806619414e-02,-3.723174000000000101e-03
1.694323737165790572e-02,4.136860000000000775e-04
1.608954432032335888e-02,2.482116000000000357e-03
1.612287765365669201e-02,2.482116000000000357e-03
1.615621098699002514e-02,2.482116000000000357e-03
1.530276313440937300e-02,4.550545999999999931e-03
1.533609646774270613e-02,4.550545999999999931e-03
1.536942980107603926e-02,4.550545999999999931e-03
1.628954432032335767e-02,2.482116000000000357e-03
1.720990403832457077e-02,4.136860000000000775e-04
1.813050915355659751e-02,-1.654744000000000310e-03
1.638954432032335706e-02,2.482116000000000357e-03
1.819717582022326377e-02,-1.654744000000000310e-03
1.556942980107603805e-02,4.550545999999999931e-03
1.648954432032335993e-02,2.482116000000000357e-03
1.652287765365668959e-02,2.482116000000000357e-03
1.566942980107604091e-02,4.550545999999999931e-03
1.658954432032335585e-02,2.482116000000000357e-03
1.573609646774270718e-02,4.550545999999999931e-03
1.665621098699002559e-02,2.482116000000000357e-03
1.757657070499123869e-02,4.136860000000000775e-04
1.583609646774270657e-02,4.550545999999999931e-03
1.586942980107603970e-02,4.550545999999999931e-03
1.678954432032335811e-02,2.482116000000000357e-03
1.593609646774270597e-02,4.550545999999999931e-03
1.596942980107603910e-02,4.550545999999999931e-03
1.688954432032335751e-02,2.482116000000000357e-03
1.692287765365669064e-02,2.482116000000000357e-03
1.606942980107603849e-02,4.550545999999999931e-03
1.698954432032335690e-02,2.482116000000000357e-03
1.613609646774270476e-02,4.550545999999999931e-03
1.705621098699002663e-02,2.482116000000000357e-03
1.708954432032335630e-02,2.482116000000000357e-03
1.800990403832457287e-02,4.136860000000000775e-04
1.715621098699002256e-02,2.482116000000000357e-03
1.896384248688993274e-02,-1.654744000000000310e-03
1.350004210084741578e-02,1.116952200000000117e-02
1.548289361567523927e-02,6.618976000000001240e-03
1.728954432032335856e-02,2.482116000000000357e-03
1.643609646774270641e-02,4.550545999999999931e-03
1.735621098699002482e-02,2.482116000000000357e-03
1.650276313440937268e-02,4.550545999999999931e-03
1.830990403832457106e-02,4.136860000000000775e-04
1.656942980107603894e-02,4.550545999999999931e-03
1.748954432032335735e-02,2.482116000000000357e-03
1.752287765365669048e-02,2.482116000000000357e-03
1.666942980107603833e-02,4.550545999999999931e-03
1.670276313440937146e-02,4.550545999999999931e-03
1.673609646774270807e-02,4.550545999999999931e-03
1.676942980107603773e-02,4.550545999999999931e-03
1.768954432032335961e-02,2.482116000000000357e-03
1.400004210084741275e-02,1.116952200000000117e-02
1.686942980107604059e-02,4.550545999999999931e-03
1.690276313440937372e-02,4.550545999999999931e-03
