# Volume (mL), Pressure (Bar)
1.645476341666666370e-02,4.550545999999999931e-03
1.648809675000000030e-02,4.136860000000000775e-04
1.652143008333332996e-02,4.550545999999999931e-03
1.655476341666666656e-02,2.482116000000000357e-03
1.658809674999999970e-02,4.136860000000000775e-04
1.662143008333333283e-02,4.550545999999999931e-03
1.665476341666666596e-02,4.550545999999999931e-03
1.668809674999999909e-02,-1.654744000000000310e-03
1.672143008333333222e-02,4.136860000000000775e-04
1.675476341666666535e-02,2.482116000000000357e-03
1.678809674999999849e-02,-3.723174000000000101e-03
1.682143008333333162e-02,2.482116000000000357e-03
1.685476341666666475e-02,4.550545999999999931e-03
1.688809674999999788e-02,4.136860000000000775e-04
1.692143008333333448e-02,2.482116000000000357e-03
1.695476341666666414e-02,4.136860000000000775e-04
1.698809675000000075e-02,4.136860000000000775e-04
1.702143008333333041e-02,2.482116000000000357e-03
1.705476341666666701e-02,2.482116000000000357e-03
1.708809674999999667e-02,-3.723174000000000101e-03
1.712143008333333327e-02,4.136860000000000775e-04
1.715476341666666640e-02,2.482116000000000357e-03
1.718809674999999954e-02,2.482116000000000357e-03
1.722143008333333267e-02,2.482116000000000357e-03
1.725476341666666580e-02,4.550545999999999931e-03
1.728809674999999893e-02,4.550545999999999931e-03
1.732143008333333206e-02,4.550545999999999931e-03
1.735476341666666519e-02,2.482116000000000357e-03
1.738809674999999833e-02,4.136860000000000775e-04
1.742143008333333146e-02,-1.654744000000000310e-03
1.745476341666666459e-02,2.482116000000000357e-03
1.748809674999999772e-02,-1.654744000000000310e-03
1.752143008333333085e-02,4.550545999999999931e-03
1.755476341666666745e-02,2.482116000000000357e-03
1.758809674999999711e-02,2.482116000000000357e-03
1.762143008333333372e-02,4.550545999999999931e-03
1.765476341666666338e-02,2.482116000000000357e-03
1.768809674999999998e-02,4.550545999999999931e-03
1.772143008333333311e-02,2.482116000000000357e-03
1.775476341666666624e-02,4.136860000000000775e-04
1.778809674999999937e-02,4.550545999999999931e-03
1.782143008333333251e-02,4.550545999999999931e-03
1.785476341666666564e-02,2.482116000000000357e-03
1.788809674999999877e-02,4.550545999999999931e-03
